pitch_rad,pitch_rate_rad,yaw_rad,yaw_rate_rad,pwm
0.023132,-0.01206,-0.289371,0.019593,-57.0
0.02425,0.01352,-0.288868,0.008402,-61.0
0.025311,0.028709,-0.289283,-0.039828,-64.0
0.024287,-0.141294,-0.29077,0.009201,-62.0
0.020382,-0.110118,-0.290359,0.012132,-53.0
0.019678,-0.037108,-0.289673,0.019327,-53.0
0.021308,0.060684,-0.289949,-0.016113,-57.0
0.021567,-0.069882,-0.291481,-0.023574,-58.0
0.017855,-0.133301,-0.291141,0.006803,-50.0
0.017416,-0.051497,-0.290783,0.011599,-50.0
0.017559,-0.050164,-0.291066,-0.011583,-50.0
0.017121,-0.031245,-0.292142,-0.069405,-50.0
0.015499,-0.126639,-0.29303,-0.017712,-46.0
0.01377,-0.124507,-0.293417,-0.018245,-43.0
0.013101,-0.089867,-0.293223,0.022524,-42.0
0.011287,-0.114382,-0.293011,0.03265,-38.0
0.009561,-0.123441,-0.291998,0.060628,-34.0
0.006992,-0.150621,-0.290923,0.035048,-28.0
0.00558,-0.044569,-0.290064,-0.02011,-26.0
-0.032055,-2.327619,-0.298986,-0.157871,69.0
-0.059502,-1.093631,-0.297958,0.006536,128.0
-0.058007,0.46251,-0.298099,0.060895,121.0
-0.045861,0.647967,-0.29765,0.005737,93.0
-0.034344,0.354859,-0.298015,-0.024906,69.0
-0.034557,-0.071748,-0.298189,0.003605,72.0
-0.043759,-0.421879,-0.29935,-0.132824,96.0
-0.04572,0.267726,-0.301155,0.104328,99.0
-0.043583,0.193382,-0.302779,-0.031568,96.0
-0.038763,0.151281,-0.304183,-0.093654,86.0
-0.037382,-0.002201,-0.305018,-0.023574,84.0
-0.03833,-0.006198,-0.306231,0.004405,88.0
-0.037271,0.034038,-0.306953,-0.055017,86.0
-0.037992,0.004994,-0.308054,-0.028637,89.0
-0.037219,0.180059,-0.308753,-0.025972,88.0
-0.034982,0.113444,-0.309374,-0.009718,84.0
-0.036185,0.046029,-0.310219,-0.001458,88.0
-0.034859,0.129698,-0.311112,0.006803,86.0
-0.033939,0.083333,-0.311511,-0.035032,84.0
-0.032286,0.052957,-0.312046,0.005737,82.0
-0.031672,-0.016323,-0.312673,-0.030768,82.0
-0.032274,0.023113,-0.313167,-0.053951,84.0
-0.032179,0.074007,-0.314243,-0.066208,84.0
-0.031443,0.069477,-0.315729,-0.096851,83.0
-0.031328,0.006859,-0.320082,-0.398487,84.0
-0.028146,0.600537,-0.330393,-0.225552,76.0
-0.013269,0.558436,-0.334984,-0.282043,42.0
-0.011806,-0.183662,-0.341064,-0.086193,42.0
-0.021591,-0.318225,-0.340901,0.111256,66.0
-0.016463,0.444657,-0.341131,-0.052085,51.0
-0.01072,0.196846,-0.340725,0.052901,40.0
-0.01206,-0.119178,-0.340748,-0.055017,44.0
-0.017826,0.007658,-0.342278,0.064625,58.0
-0.009892,0.273588,-0.342686,-0.069405,38.0
-0.007822,0.087064,-0.343237,0.055565,35.0
-0.007414,0.085199,-0.34234,-0.035831,34.0
-0.008389,0.002329,-0.341166,0.078215,37.0
-0.00649,0.076938,-0.338085,0.168812,32.0
-0.004666,-0.092798,-0.332728,0.131507,29.0
-0.011914,-0.254274,-0.330327,0.113388,47.0
-0.013581,-0.049631,-0.326001,0.140567,50.0
-0.013775,-0.182596,-0.321497,0.205584,51.0
-0.019093,-0.279055,-0.320111,-0.004655,64.0
-0.016805,0.425738,-0.320776,0.158686,57.0
-0.010293,0.167003,-0.319014,-0.019843,43.0
-0.012839,0.144886,-0.326274,-0.24607,50.0
-0.006559,0.459046,-0.329826,-0.19784,34.0
0.002744,0.597873,-0.336759,-0.31082,13.0
0.006314,0.142755,-0.345312,-0.122432,6.0
0.006858,0.293306,-0.345666,-0.000125,4.0
0.017952,0.670883,-0.346799,-0.071271,-22.0
0.033877,0.658892,-0.350593,-0.170661,-60.0
0.034668,0.043897,-0.354441,-0.131758,-60.0
0.040686,0.167269,-0.352602,0.187198,-75.0
0.031113,-0.458118,-0.355364,-0.075268,-52.0
0.027617,-0.077343,-0.356157,0.001474,-46.0
0.03388,0.205107,-0.353169,0.182402,-63.0
0.033078,-0.242017,-0.349317,0.169345,-60.0
0.025416,-0.438134,-0.344591,0.20212,-42.0
0.016578,-0.298507,-0.337639,0.235694,-23.0
0.022594,0.200311,-0.334548,0.213844,-40.0
0.022925,-0.102924,-0.332895,-0.004122,-40.0
0.019585,-0.271595,-0.33174,0.081146,-32.0
0.012694,-0.266532,-0.328843,0.154157,-17.0
0.012358,-0.139962,-0.324286,0.033715,-17.0
0.019863,0.433199,-0.32481,0.04917,-37.0
0.020324,-0.461849,-0.323722,0.106726,-35.0
0.00394,-0.595346,-0.322164,0.095268,2.0
0.002432,0.272255,-0.323179,-0.141617,2.0
0.013424,0.437462,-0.3224,0.091271,-23.0
0.023657,0.430268,-0.321505,-0.004655,-47.0
0.017499,-0.575362,-0.325957,-0.070738,-30.0
0.004761,-0.432271,-0.324569,0.043841,-1.0
0.005178,0.36152,-0.327041,-0.073935,-5.0
0.022077,0.597606,-0.324556,0.052368,-46.0
0.02749,-0.271328,-0.326624,-0.248468,-56.0
0.001927,-0.891386,-0.326965,0.011866,4.0
0.00839,0.665288,-0.330138,-0.094453,-16.0
0.025953,0.684739,-0.329622,0.056631,-57.0
0.016931,-0.913503,-0.329253,0.05823,-31.0
0.001119,-0.501285,-0.327745,-0.017978,3.0
0.010475,0.459579,-0.332005,-0.018245,-21.0
0.024947,0.605333,-0.331298,0.029719,-56.0
0.016823,-0.915634,-0.33136,-0.001191,-32.0
-0.005766,-0.732042,-0.333062,-0.134422,18.0
0.010632,0.922157,-0.339427,-0.093654,-25.0
0.025299,0.360987,-0.338908,0.286588,-57.0
0.014705,-0.478636,-0.336042,-0.238343,-30.0
0.00208,-0.25081,-0.346296,-0.432061,-2.0
0.018566,1.114277,-0.349228,0.0545,-45.0
0.038323,0.563765,-0.353365,-0.035565,-90.0
0.029904,-0.261735,-0.355436,-0.347859,-68.0
0.024829,-0.164477,-0.358001,-0.049154,-57.0
0.023596,0.020448,-0.357972,0.028653,-56.0
0.026727,0.13636,-0.357865,-0.007053,-64.0
0.031472,0.180326,-0.360345,-0.156539,-76.0
0.02932,-0.240685,-0.361745,0.032916,-71.0
0.024843,-0.184728,-0.362319,-0.026505,-61.0
0.024197,-0.048033,-0.361907,0.018527,-61.0
0.0249,0.036969,-0.36207,-0.020643,-64.0
0.026177,-0.003267,-0.364212,-0.077133,-67.0
0.023605,-0.097861,-0.365034,-0.046223,-62.0
0.02272,-0.03018,-0.365905,-0.030235,-61.0
0.023787,-0.018189,-0.366606,-0.047822,-64.0
0.021211,-0.057359,-0.367726,-0.038762,-58.0
0.021308,0.015652,-0.368456,-0.042226,-59.0
0.021605,-0.017123,-0.36909,-0.015047,-61.0
0.019918,-0.070149,-0.369274,-0.015314,-57.0
0.021107,-0.008063,-0.369939,-0.043026,-61.0
0.01999,-0.067218,-0.370607,-0.027038,-59.0
0.01799,-0.096795,-0.371154,-0.0329,-54.0
0.018109,-0.052829,-0.371518,0.014264,-55.0
0.017264,-0.069083,-0.371829,0.000408,-54.0
0.016259,-0.106388,-0.3718,0.003605,-52.0
0.015033,-0.117313,-0.371811,-0.009451,-49.0
0.014423,-0.023784,-0.372181,-0.030502,-49.0
0.013301,-0.064553,-0.372895,-0.000925,-46.0
0.012234,-0.063754,-0.372992,-0.000658,-44.0
0.011298,-0.073879,-0.372554,0.028653,-43.0
0.01069,-0.038973,-0.372745,-0.04116,-42.0
0.011434,-0.000602,-0.373526,-0.049154,-44.0
0.010103,-0.101591,-0.373888,-0.004122,-41.0
0.007478,-0.099726,-0.374464,-0.005454,-35.0
0.007285,-0.039772,-0.37405,0.000674,-35.0
0.001964,-1.311065,-0.374906,-0.109108,-19.0
-0.040172,-1.837861,-0.379973,-0.268453,81.0
-0.056594,-0.624124,-0.377596,0.00547,115.0
-0.050895,0.424405,-0.376623,0.099265,99.0
-0.039497,0.433465,-0.37627,0.001207,74.0
-0.037379,0.059352,-0.376127,-0.001458,72.0
-0.040778,-0.087203,-0.377368,-0.015047,81.0
-0.043242,-0.087469,-0.378228,-0.012915,88.0
-0.04236,0.057753,-0.37892,-0.05102,87.0
-0.043709,-0.006464,-0.379289,-0.034499,91.0
-0.039895,0.10465,-0.380298,-0.050487,83.0
-0.040571,0.006059,-0.381346,-0.025173,87.0
-0.040532,0.019116,-0.382509,-0.039029,87.0
-0.039845,0.079337,-0.38349,-0.031834,87.0
-0.0381,0.078271,-0.383839,-0.037696,84.0
-0.03715,0.095324,-0.384124,-0.047289,83.0
-0.034831,0.07907,-0.384741,-0.062744,79.0
-0.036714,0.001529,-0.385491,-0.077133,84.0
-0.034336,0.099321,-0.386103,-0.030235,79.0
-0.03567,0.056954,-0.386768,-0.037963,84.0
-0.03477,0.123569,-0.387153,0.01,82.0
-0.032253,0.117707,-0.388003,-0.019044,78.0
-0.031976,0.03084,-0.388571,-0.021442,78.0
-0.030245,-0.006997,-0.389429,-0.025972,75.0
-0.031362,0.047095,-0.390467,-0.039029,78.0
-0.033724,0.107049,-0.394217,-0.369709,85.0
-0.024952,0.722044,-0.402055,-0.195709,63.0
-0.009303,0.681808,-0.407939,-0.383298,28.0
-0.011681,-0.326486,-0.41405,-0.034765,37.0
-0.023148,-0.315827,-0.41536,0.094469,64.0
-0.012653,0.643971,-0.41546,-0.086992,37.0
-0.001729,0.437995,-0.415925,0.055565,13.0
-0.010717,-0.54232,-0.413844,0.00174,37.0
-0.027647,-0.264667,-0.414168,-0.195176,76.0
-0.006575,0.939211,-0.414039,0.129376,23.0
0.007123,0.432133,-0.412746,-0.064609,-5.0
-0.008295,-0.660896,-0.416228,-0.009984,33.0
-0.013241,0.328212,-0.413293,0.255412,42.0
0.002791,0.654629,-0.416992,-0.193311,3.0
0.00524,0.018583,-0.416609,0.0974,0.0
0.002364,-0.110118,-0.415861,-0.002257,7.0
0.001656,0.04816,-0.416782,-0.064609,8.0
0.005203,0.207505,-0.417844,-0.010517,0.0
0.013303,0.376975,-0.417871,0.021458,-19.0
0.021597,0.374044,-0.416119,0.082478,-39.0
0.021624,-0.201248,-0.417708,-0.264989,-37.0
0.014728,-0.228961,-0.419456,-0.056615,-22.0
0.01529,0.116375,-0.421862,-0.105911,-25.0
0.027471,0.569095,-0.423011,0.003872,-55.0
0.027525,-0.532195,-0.419516,-0.161335,-52.0
0.015567,-0.379512,-0.4208,0.029452,-26.0
0.012749,-0.026183,-0.418696,0.101397,-21.0
0.020425,0.446255,-0.418041,-0.044358,-41.0
0.034084,0.350329,-0.42084,-0.263657,-73.0
0.017005,-0.622259,-0.422685,-0.121366,-30.0
0.007687,0.161141,-0.43004,-0.245004,-12.0
0.034899,1.350896,-0.433126,-0.19784,-80.0
0.04439,0.038568,-0.43857,0.047305,-98.0
0.034835,-0.306235,-0.442025,-0.200505,-76.0
0.029513,-0.109585,-0.443792,-0.02917,-65.0
0.032606,0.125967,-0.443771,-0.024373,-74.0
0.038235,0.220562,-0.446261,-0.158404,-88.0
0.034491,-0.208976,-0.446786,0.025988,-79.0
0.031676,-0.074412,-0.4463,0.021192,-74.0
0.033276,0.059618,-0.446105,-0.01558,-79.0
0.037391,0.128899,-0.448725,-0.169862,-90.0
0.034242,-0.247879,-0.450762,-0.070738,-82.0
0.031874,-0.041371,-0.452559,-0.061678,-79.0
0.032444,0.014053,-0.454362,-0.073136,-81.0
0.032133,-0.004599,-0.455483,-0.043825,-81.0
0.032566,0.00979,-0.456486,-0.022242,-83.0
0.033693,-0.004066,-0.457601,-0.025173,-87.0
0.030583,-0.095729,-0.458273,-0.049421,-80.0
0.031496,-0.027248,-0.458913,-0.01185,-83.0
0.031208,-0.047766,-0.459333,-0.055549,-84.0
0.030224,-0.122642,-0.460969,-0.077932,-82.0
0.026851,-0.044302,-0.462351,-0.060612,-75.0
0.028258,0.015119,-0.463655,-0.074202,-80.0
0.027627,-0.070415,-0.465085,-0.040894,-79.0
0.027895,-0.049898,-0.4657,-0.067807,-80.0
0.026865,-0.123974,-0.466513,-0.018245,-78.0
0.025339,-0.122642,-0.466818,-0.009451,-75.0
0.023764,-0.130103,-0.467723,-0.032634,-73.0
0.021182,-0.258271,-0.469144,-0.079531,-67.0
0.015004,-0.367255,-0.472106,-0.149078,-53.0
0.01167,-0.099193,-0.474779,0.030518,-46.0
0.012698,-0.115181,-0.473842,-0.014248,-49.0
0.011759,-0.167141,-0.475488,-0.083528,-47.0
0.009359,-0.192455,-0.477882,-0.08033,-42.0
0.001413,-0.505549,-0.478501,-0.044624,-23.0
-0.011667,-0.621193,-0.480087,-0.090989,7.0
-0.000846,0.358589,-0.480032,-0.151209,-20.0
0.002921,0.058286,-0.480811,0.055032,-28.0
-0.005475,-0.559374,-0.475607,0.13284,-6.0
-0.022287,-0.730976,-0.475783,-0.065409,33.0
-0.018769,0.13183,-0.474809,0.099532,21.0
-0.021188,-0.218835,-0.473583,-0.04649,29.0
-0.02554,-0.11225,-0.477406,-0.228484,39.0
-0.025816,0.133162,-0.483344,-0.012116,40.0
-0.015636,0.261863,-0.479921,0.107792,16.0
-0.017831,-0.27719,-0.478035,-0.006254,24.0
-0.029136,-0.326219,-0.480316,-0.238609,51.0
-0.022253,0.147551,-0.478486,0.119783,34.0
-0.020555,0.093992,-0.478077,0.090738,31.0
-0.020119,-0.050697,-0.476991,0.071553,31.0
-0.022261,-0.054161,-0.476662,0.065158,37.0
-0.022435,0.014586,-0.47614,-0.006787,37.0
-0.022953,0.016718,-0.475128,0.039045,39.0
-0.023252,0.020715,-0.474339,0.043575,40.0
-0.023513,-0.026449,-0.473705,0.025455,42.0
-0.022642,-0.016856,-0.472995,0.002006,41.0
-0.021939,0.024712,-0.472379,0.018261,39.0
-0.022246,0.076139,-0.471618,0.055832,41.0
-0.022755,0.044696,-0.470904,0.046506,42.0
-0.02248,0.047095,-0.469724,0.076083,43.0
-0.021073,0.019915,-0.468505,0.070754,40.0
-0.021228,-0.062155,-0.467758,0.006536,41.0
-0.022227,-0.06935,-0.466689,0.037979,44.0
-0.022954,-0.032311,-0.464962,0.080346,46.0
-0.023203,-0.006731,-0.463948,0.031317,48.0
-0.023681,0.019116,-0.463175,0.002006,49.0
-0.022812,0.067879,-0.462676,0.039844,48.0
-0.022079,0.035637,-0.462001,0.025189,47.0
-0.022414,0.017517,-0.461315,0.016129,48.0
-0.022718,-0.050697,-0.460766,-0.005454,50.0
-0.022124,0.032173,-0.460155,-0.000925,49.0
-0.02227,0.043897,-0.459245,0.022524,50.0
-0.021248,0.038568,-0.459404,-0.007053,48.0
-0.020149,0.071609,-0.459738,-0.000392,46.0
-0.021199,-0.005931,-0.460501,-0.01105,49.0
-0.020411,0.19658,-0.460483,-0.023574,47.0
-0.017211,0.240546,-0.460492,-0.009984,40.0
-0.013512,0.269058,-0.460595,-0.00732,32.0
-0.011208,0.148617,-0.461102,-0.036364,28.0
-0.010874,0.047361,-0.461664,-0.111773,28.0
-0.007851,0.074807,-0.461236,-0.049687,21.0
-0.010227,-0.115714,-0.461493,0.13204,27.0
-0.011206,-0.12957,-0.463019,-0.085926,30.0
-0.009464,0.141156,-0.461366,-0.11124,25.0
-0.010552,0.114776,-0.461519,0.226901,28.0
-0.008461,0.01352,-0.462075,-0.060879,24.0
-0.005822,0.208837,-0.46213,-0.071271,17.0
-0.009038,-0.087203,-0.461751,0.160019,26.0
-0.006867,0.11371,-0.461698,-0.144548,20.0
-0.007013,0.075073,-0.460452,0.338549,21.0
-0.004587,0.169667,-0.459038,-0.081396,15.0
-0.00947,-0.315561,-0.460363,-0.023041,29.0
-0.006359,0.250139,-0.455655,0.0974,20.0
-0.003528,0.141955,-0.456681,-0.064076,14.0
-0.00297,-0.045634,-0.454944,0.118184,13.0
-0.004787,0.00073,-0.454853,-0.002257,17.0
-0.003302,0.094525,-0.454795,0.004405,14.0
-0.000294,0.143288,-0.454797,0.000408,7.0
0.003534,0.165937,-0.454616,0.002006,-1.0
0.008357,0.198978,-0.454615,-0.002257,-13.0
0.013822,0.239747,-0.454678,-0.001724,-26.0
0.016242,0.045496,-0.456023,-0.024906,-31.0
0.014129,-0.153552,-0.45716,-0.070738,-26.0
0.008606,-0.122642,-0.455087,0.161085,-13.0
0.009393,0.01805,-0.451989,-0.062477,-16.0
0.015502,0.299168,-0.453764,-0.028104,-31.0
0.017664,-0.121043,-0.455897,-0.064076,-35.0
0.00486,-0.505549,-0.452823,0.120049,-5.0
0.004393,0.092127,-0.45244,-0.091522,-6.0
0.009089,0.173398,-0.452549,-0.001191,-17.0
0.011808,0.146752,-0.452993,-0.077666,-24.0
0.011032,0.106249,-0.457526,-0.110174,-22.0
0.014956,0.030574,-0.459591,-0.27618,-31.0
0.015676,0.120905,-0.464042,0.005204,-34.0
0.009761,-0.356596,-0.463263,-0.047289,-19.0
0.011853,0.169134,-0.463097,0.03718,-26.0
0.012519,-0.085071,-0.463144,0.006003,-27.0
0.005539,-0.448792,-0.463389,-0.00652,-10.0
0.001407,-0.034443,-0.463035,0.084077,-2.0
0.009941,0.273854,-0.461985,-0.077133,-23.0
0.014631,0.165404,-0.462508,0.008934,-33.0
0.007529,-0.654235,-0.459127,0.045706,-15.0
-0.005293,-0.274526,-0.460557,0.047305,13.0
0.003511,0.268525,-0.458285,0.028919,-9.0
0.006129,0.109713,-0.457816,0.035581,-14.0
0.009522,0.129698,-0.457863,-0.009185,-22.0
0.011734,0.05269,-0.457969,0.016395,-27.0
0.006719,-0.432538,-0.459912,-0.317749,-14.0
-0.000731,-0.260137,-0.465311,-0.156272,1.0
0.001161,0.060418,-0.464733,0.029186,-4.0
0.00094,0.021248,-0.464229,0.080613,-3.0
0.000163,-0.008863,-0.463735,0.011599,-1.0
-0.000883,-0.041637,-0.463738,0.005737,1.0
-0.00195,-0.052829,-0.463769,-0.007586,3.0
-0.00312,-0.055493,-0.463756,-0.000925,6.0
-0.004477,-0.058691,-0.463733,-0.00199,9.0
-0.005756,-0.057092,-0.463541,0.022258,12.0
-0.006512,-0.034709,-0.462584,0.030518,14.0
-0.008491,-0.093065,-0.462365,-0.001458,19.0
-0.010018,-0.06482,-0.462589,-0.00732,23.0
-0.010746,-0.024317,-0.462936,-0.023041,24.0
-0.01158,-0.025383,-0.463425,-0.014781,27.0
-0.011849,0.026044,-0.463812,-0.018778,27.0
-0.009859,0.127833,-0.464769,-0.064343,23.0
-0.004365,0.254136,-0.468249,-0.192778,10.0
-0.003279,-0.010195,-0.46932,0.0537,8.0
-0.003287,0.012721,-0.468048,0.0108,9.0
-0.002722,-0.017123,-0.468286,-0.000925,7.0
-0.003889,-0.068284,-0.46806,0.000941,10.0
-0.005415,-0.041105,-0.468036,0.003605,14.0
-0.005745,0.049493,-0.468014,-0.009718,14.0
-0.004288,0.087863,-0.468006,0.001207,11.0
-0.002164,0.096923,-0.467971,0.00174,6.0
0.000468,0.10998,-0.467955,0.000941,0.0
0.003169,0.091327,-0.46794,-0.004922,-5.0
0.005342,0.059085,-0.46789,0.003339,-10.0
0.005704,-0.028581,-0.467235,0.049437,-11.0
0.006027,0.072409,-0.466432,-0.024373,-12.0
0.007673,0.095324,-0.46591,0.015863,-16.0
0.008778,0.008724,-0.465341,0.034248,-18.0
0.00951,-0.028847,-0.464898,0.009201,-20.0
0.009831,-0.005665,-0.4647,0.000141,-21.0
0.009988,0.001529,-0.464563,0.004938,-22.0
0.010013,-0.011794,-0.464337,0.011599,-22.0
0.009292,-0.056559,-0.464014,0.013997,-21.0
0.007768,-0.076278,-0.463785,0.010267,-17.0
0.005928,-0.037907,-0.463553,0.012665,-13.0
0.005311,0.011122,-0.463175,0.01906,-12.0
0.005585,-0.020853,-0.46248,0.036647,-13.0
0.004339,-0.062954,-0.461397,0.056898,-10.0
0.003097,0.034837,-0.45863,0.160552,-8.0
0.00254,0.013787,-0.453621,0.243688,-7.0
0.00356,0.067346,-0.444279,0.435274,-9.0
0.005844,0.134228,-0.433278,0.443801,-15.0
0.009692,0.16194,-0.420224,0.626595,-24.0
0.012304,0.132096,-0.401686,0.785939,-30.0
0.014402,0.021248,-0.380917,0.82804,-35.0
0.014467,0.03084,-0.36203,0.71133,-35.0
0.012325,-0.186859,-0.345312,0.632723,-30.0
0.005449,-0.31716,-0.32881,0.684417,-14.0
-0.001315,-0.269729,-0.312138,0.618867,0.0
-0.006689,-0.220434,-0.298878,0.495229,12.0
-0.009541,-0.05949,-0.285795,0.547722,19.0
-0.006696,0.164605,-0.272022,0.544524,11.0
-0.001028,0.192317,-0.258204,0.566108,-1.0
0.003912,0.220828,-0.242466,0.67136,-12.0
0.010288,0.257866,-0.224604,0.721189,-27.0
0.015097,0.217631,-0.206089,0.77608,-38.0
0.017769,-0.021919,-0.185024,0.887195,-44.0
0.013733,-0.227362,-0.161839,0.953544,-34.0
0.006689,-0.235089,-0.137503,0.997244,-18.0
0.000375,-0.247879,-0.111395,1.068656,-4.0
-0.009317,-0.465579,-0.085321,1.008702,18.0
-0.022535,-0.521536,-0.060831,0.994579,49.0
-0.033682,-0.394434,-0.035896,0.983121,75.0
-0.039953,-0.126106,-0.012922,0.849091,89.0
-0.040552,0.052157,0.004327,0.580763,91.0
-0.039653,0.028442,0.015305,0.358,90.0
-0.040532,0.082001,0.022351,0.249817,93.0
-0.037089,0.473967,0.025961,-0.02917,85.0
-0.014738,1.059919,0.009638,-0.895706,32.0
-0.00195,0.245343,-0.005528,-0.416873,6.0
-0.005421,-0.153552,-0.009316,-0.038496,16.0
-0.006078,0.123036,-0.008936,-0.034765,17.0
-0.004737,-0.041371,-0.010639,0.012665,14.0
-0.005856,0.023646,-0.006807,0.21491,17.0
-0.006263,0.003661,-0.003534,0.108858,18.0
-0.007454,-0.026183,-0.001815,0.084876,21.0
-0.005376,0.120105,0.002544,0.241823,16.0
-0.006284,-0.028314,0.006516,0.084343,19.0
-0.003564,0.222693,0.010222,0.169611,12.0
-0.003448,-0.01206,0.011533,-0.041693,12.0
-0.001781,0.119306,0.010885,-0.000392,8.0
0.000759,0.120105,0.010314,-0.032101,2.0
0.00275,0.09719,0.009188,-0.048621,-1.0
0.005505,0.114243,0.008741,0.003605,-8.0
0.005313,-0.036308,0.007343,-0.074202,-7.0
0.006133,0.037235,0.006751,0.008402,-9.0
0.006636,-0.015258,0.00686,-0.00652,-10.0
0.006132,-0.041371,0.006872,-0.000658,-9.0
0.004827,-0.066685,0.006903,0.000408,-6.0
0.002627,-0.090667,0.006932,0.001474,-1.0
-0.000173,-0.115714,0.006982,0.003072,4.0
-0.003622,-0.130902,0.007019,0.000941,12.0
-0.007307,-0.140229,0.007069,0.000408,21.0
-0.010115,-0.081074,0.006842,-0.056882,27.0
-0.010479,0.01805,0.004522,-0.042759,28.0
-0.00042,0.398559,0.005121,0.000674,4.0
0.002762,0.020182,0.005571,0.025455,-1.0
-0.002579,-0.206045,0.005387,-0.017445,11.0
-0.005812,-0.092798,0.005296,0.003339,18.0
-0.008661,-0.10852,0.005339,0.005204,25.0
-0.009138,0.034038,0.004399,-0.142683,26.0
-0.007775,0.120105,0.000795,-0.200239,22.0
-0.004894,0.072409,-0.002896,-0.051286,16.0
-0.00376,0.143021,-0.002286,0.00627,13.0
0.001382,0.176595,-0.001024,0.043841,1.0
-0.00104,-0.162611,0.000804,0.055299,8.0
-0.005587,-0.156749,-2.9e-05,-0.024107,19.0
-0.0078,-0.07681,-0.000495,-0.025439,24.0
-0.009319,-0.034443,-0.001581,-0.050753,27.0
-0.010169,-0.025383,-0.003009,-0.04649,30.0
-0.01013,0.052957,-0.004742,-0.108043,30.0
-0.001991,0.3013,-0.007533,-0.055283,10.0
-0.000401,-0.012327,-0.00602,0.11472,8.0
-0.003403,-0.114648,-0.004363,0.032117,15.0
-0.004197,-0.04297,-0.004427,0.021991,17.0
-0.004839,-0.00753,-0.004257,-0.001458,18.0
-0.005564,-0.017389,-0.004066,0.000408,20.0
-0.006084,-6.9e-05,-0.004005,-0.000125,21.0
-0.006169,0.011922,-0.003932,-0.001458,22.0
-0.005436,0.032439,-0.004152,-0.007853,20.0
-0.0047,0.034571,-0.004214,0.001207,18.0
-0.004037,0.030307,-0.004229,0.000141,17.0
-0.003499,0.019915,-0.004186,0.002806,16.0
-0.003445,0.002595,-0.004178,-0.001191,16.0
-0.003555,-0.009395,-0.004159,0.002539,16.0
-0.004072,-0.02032,-0.004139,-0.000125,18.0
0.010213,1.896344,-0.003593,0.113121,-20.0
0.050546,1.828663,-0.003243,-0.27245,-115.0
0.066484,0.152081,-0.002262,-0.241274,-147.0
0.046558,-0.829833,-0.003579,-0.076067,-98.0
0.027406,-0.797858,-0.004343,0.025455,-56.0
0.029556,0.466773,-0.007803,-0.101647,-66.0
0.046688,0.735634,-0.006218,0.099265,-108.0
0.038061,-0.603873,-0.008109,0.068089,-84.0
0.028967,-0.40829,-0.006623,0.0545,-65.0
0.027262,-0.008063,-0.008727,-0.19411,-63.0
0.031904,0.168601,-0.012439,-0.100848,-75.0
0.03956,0.286911,-0.014078,-0.005454,-94.0
0.026086,-0.634783,-0.014543,-0.130692,-61.0
0.013011,-0.501285,-0.015719,0.084077,-32.0
0.030777,0.641572,-0.015756,-0.022508,-78.0
0.026626,-0.806118,-0.016311,-0.041693,-64.0
0.00558,-0.636648,-0.01522,0.069155,-16.0
0.016863,0.552307,-0.016451,0.048104,-47.0
0.03028,0.319419,-0.015389,-0.105911,-78.0
0.016688,-0.784535,-0.017121,0.051302,-43.0
0.004232,-0.286516,-0.017696,-0.226885,-16.0
0.015264,0.360188,-0.017274,0.122448,-45.0
0.020051,-0.271062,-0.017798,-0.34173,-54.0
0.006497,-0.643043,-0.018351,0.113388,-22.0
-4.2e-05,-0.178333,-0.017855,-0.251666,-8.0
0.012146,0.402556,-0.017413,0.086209,-39.0
0.009845,-0.52953,-0.020807,-0.192245,-31.0
-0.007682,-0.732308,-0.01729,0.164282,10.0
-0.005616,0.343667,-0.021744,-0.154673,1.0
-0.000766,-0.036575,-0.021233,0.025455,-8.0
-0.006431,-0.189258,-0.020529,-0.004389,5.0
-0.013517,-0.332881,-0.020444,0.00627,22.0
-0.020193,-0.178599,-0.020912,0.041709,37.0
-0.021834,0.03537,-0.020821,0.057164,41.0
-0.016805,0.083866,-0.019317,0.047838,29.0
-0.018766,0.00979,-0.019579,-0.044891,35.0
-0.01783,0.003928,-0.018484,-0.070738,33.0
-0.020055,-0.019255,-0.017982,-0.038496,39.0
-0.02053,0.034038,-0.01771,-0.032634,40.0
-0.020138,0.070543,-0.017765,-0.000658,40.0
-0.01974,0.033239,-0.017605,0.051302,40.0
-0.020532,0.016451,-0.017375,0.046772,42.0
-0.02089,-0.012327,-0.017625,-0.02837,44.0
-0.021042,-0.020853,-0.017751,-0.04196,45.0
-0.020734,-0.002734,-0.01708,0.002806,45.0
-0.021355,-0.012859,-0.016783,-0.00199,47.0
-0.021148,-0.005399,-0.015839,0.038512,47.0
-0.02211,-0.031512,-0.015525,-0.000925,50.0
-0.023163,-0.006464,-0.015094,0.021458,53.0
-0.023284,-0.002734,-0.01486,0.025455,54.0
-0.023384,0.045229,-0.014479,0.002806,54.0
-0.023348,0.067612,-0.014337,-0.014248,55.0
-0.022141,0.074007,-0.014148,-0.016646,53.0
-0.022504,0.034571,-0.013693,-0.00652,54.0
-0.021803,0.039634,-0.013935,0.009201,53.0
-0.020383,0.05802,-0.014449,-0.013182,51.0
-0.020511,-0.027248,-0.014873,-0.02917,52.0
-0.020861,0.003661,-0.015599,-0.027038,53.0
-0.020738,0.073474,-0.016324,-0.031035,53.0
-0.019854,0.041499,-0.016897,-0.007853,52.0
-0.019764,0.040699,-0.017865,-0.025173,52.0
