pitch_rad,pitch_rate_rad,yaw_rad,yaw_rate_rad,pwm
0.058591,-0.072014,-0.667293,0.152824,-113.0
0.037333,-0.740835,-0.672235,-0.101115,-62.0
0.029747,-0.114115,-0.67298,0.062227,-48.0
0.048075,0.860605,-0.672526,-0.005454,-95.0
0.053613,-0.409622,-0.675005,-0.076334,-105.0
0.043572,-0.345938,-0.673625,0.08914,-83.0
0.042088,0.057753,-0.673464,-0.090722,-82.0
0.049706,0.291707,-0.676022,-0.159736,-102.0
0.049138,-0.139962,-0.679776,0.051036,-101.0
0.044836,-0.062422,-0.679395,0.00547,-92.0
0.047613,0.175529,-0.680019,-0.064343,-101.0
0.053415,0.237882,-0.683416,-0.173859,-116.0
0.052758,-0.111451,-0.684096,-0.083528,-115.0
0.050937,-0.101059,-0.68692,-0.071271,-112.0
0.049459,-0.041105,-0.688478,-0.077932,-110.0
0.052592,0.041499,-0.69115,-0.075001,-119.0
0.052379,-0.133034,-0.693138,-0.056082,-120.0
0.045136,-1.056327,-0.696056,-0.096851,-101.0
0.00817,-2.589551,-0.701026,-0.276447,-11.0
-0.031609,-2.339876,-0.707095,-0.101381,79.0
-0.051284,-1.106421,-0.708343,-0.040361,120.0
-0.060419,-0.123974,-0.709285,-0.035298,139.0
-0.049854,0.48436,-0.709784,-0.027837,114.0
-0.036793,0.351395,-0.710425,-0.02837,86.0
-0.036218,-0.071481,-0.710387,0.005204,87.0
-0.046329,-0.387506,-0.712727,-0.190113,113.0
-0.043863,0.072409,-0.712922,-0.008386,106.0
-0.039241,0.014053,-0.713706,0.052101,97.0
-0.040346,0.034038,-0.714531,-0.054217,101.0
-0.040627,0.074274,-0.716448,-0.097384,103.0
-0.037356,0.162473,-0.717589,-0.040628,96.0
-0.035303,0.111579,-0.718326,-0.018511,92.0
-0.03384,0.088663,-0.719286,-0.069139,90.0
-0.034847,0.071876,-0.720355,-0.041427,93.0
-0.033841,0.082534,-0.720426,-0.039029,92.0
-0.032036,0.05349,-0.720621,0.002806,89.0
-0.032076,0.132895,-0.72193,-0.044358,90.0
-0.030601,0.186188,-0.722639,-0.04569,87.0
-0.027063,0.169401,-0.723284,-0.028104,80.0
-0.025539,0.074807,-0.724204,-0.122432,77.0
-0.031197,0.58002,-0.748736,-0.972447,90.0
-0.016206,0.994102,-0.766558,-0.750484,54.0
0.004555,1.218997,-0.784113,-0.598866,6.0
0.022784,1.119073,-0.793433,-0.302027,-35.0
0.041082,1.163306,-0.797797,-0.201571,-78.0
0.054782,0.290108,-0.796417,0.025455,-108.0
0.040159,-0.584422,-0.801252,-0.044624,-72.0
0.033323,-0.209509,-0.799541,0.111523,-59.0
0.034572,0.330877,-0.799569,-0.086193,-64.0
0.046628,0.534987,-0.802527,-0.254863,-94.0
0.044807,-0.270795,-0.803824,0.096334,-88.0
0.040095,-0.048565,-0.803702,-0.004922,-79.0
0.044412,0.201376,-0.805069,-0.105378,-92.0
0.047174,-0.095996,-0.807969,0.014797,-98.0
0.044661,0.015386,-0.809284,-0.057948,-94.0
0.044601,-0.031778,-0.810228,-0.064609,-95.0
0.045038,0.059618,-0.811284,-0.031301,-98.0
0.044024,0.123036,-0.812126,-0.009984,-97.0
0.046494,0.138758,-0.812473,-0.012116,-104.0
0.048247,0.09186,-0.813437,-0.021442,-109.0
0.050776,0.119306,-0.814706,-0.101115,-116.0
0.050639,-0.008596,-0.816986,-0.08033,-117.0
0.049913,-0.097861,-0.818713,-0.080597,-117.0
0.050011,-0.026449,-0.820416,-0.05475,-118.0
0.049181,-0.070149,-0.822107,-0.087791,-118.0
0.031022,-2.081408,-0.830255,-0.696658,-70.0
-0.004381,-2.232759,-0.836673,0.121648,11.0
-0.02299,-0.94308,-0.839926,-0.189847,49.0
-0.030112,-0.635316,-0.839446,-0.013715,65.0
-0.034349,-0.074412,-0.837295,-0.027837,73.0
-0.029529,0.314623,-0.836503,0.053967,62.0
-0.024673,0.155278,-0.836811,0.015063,52.0
-0.023622,0.020448,-0.836237,-0.009718,50.0
-0.026546,-0.032844,-0.83569,0.030251,58.0
-0.027186,0.092127,-0.835235,0.037712,60.0
-0.025777,0.121438,-0.834276,0.02359,57.0
-0.024316,0.068945,-0.83327,0.033982,55.0
-0.02329,0.09639,-0.832636,0.031051,53.0
-0.022661,0.034038,-0.832139,-0.006787,53.0
-0.022217,0.000464,-0.831641,0.024922,52.0
-0.021529,0.086797,-0.831208,0.009201,51.0
-0.020839,0.067612,-0.831171,-0.018245,50.0
-0.018334,0.089729,-0.831252,0.011866,45.0
-0.017914,0.060951,-0.831069,0.008934,45.0
-0.016589,0.102252,-0.83078,0.034781,42.0
-0.016394,0.052157,-0.830568,-0.005188,42.0
-0.014538,0.140356,-0.830311,0.004671,38.0
-0.01336,0.138491,-0.829567,-0.010784,36.0
-0.012049,0.115043,-0.829386,0.016129,33.0
-0.010245,0.083067,-0.829111,0.018794,29.0
-0.008954,0.063882,-0.828445,-0.013448,27.0
-0.005285,0.115043,-0.827717,-0.019311,18.0
-0.008371,-0.131435,-0.826064,0.080879,27.0
-0.005592,0.164871,-0.827549,0.11472,19.0
-0.003972,0.128899,-0.824081,0.009467,16.0
-0.004299,-0.016057,-0.826448,-0.129892,17.0
-0.001461,0.33967,-0.824752,0.251149,10.0
0.001241,0.163006,-0.820732,0.056631,4.0
0.002331,0.110246,-0.821899,-0.043825,2.0
0.008034,0.28398,-0.821832,0.021192,-11.0
0.014095,0.24481,-0.822173,-0.08033,-25.0
0.019929,0.185922,-0.82402,-0.0766,-39.0
0.016312,-0.261735,-0.826078,-0.057148,-30.0
0.012739,-0.042703,-0.825206,0.057431,-22.0
0.013255,0.113444,-0.825179,0.030251,-25.0
0.016846,0.011655,-0.826018,0.025722,-33.0
0.015737,-0.084538,-0.825328,-0.128827,-31.0
0.016289,0.094525,-0.825177,0.084876,-33.0
0.014423,0.063882,-0.825139,-0.023307,-29.0
0.01692,0.147817,-0.82521,-0.03743,-35.0
0.018578,0.081735,-0.825259,0.060895,-40.0
0.01882,0.022047,-0.825277,0.043308,-40.0
0.018312,-0.035242,-0.825577,-0.039295,-39.0
0.017921,-0.031512,-0.825335,-0.030768,-39.0
0.01867,0.016451,-0.825285,-0.010251,-42.0
0.018474,-0.020853,-0.825597,-0.030768,-42.0
0.018114,0.027643,-0.825631,-0.003323,-41.0
0.018535,0.088396,-0.826117,0.008668,-43.0
0.018568,0.066813,-0.826373,0.015863,-44.0
0.019651,0.031373,-0.826444,0.017461,-47.0
0.019123,-0.0038,-0.826301,0.012665,-46.0
0.018653,-0.003533,-0.826194,0.03265,-45.0
0.018701,0.011122,-0.826096,0.016129,-46.0
0.018795,-0.036308,-0.826253,0.008402,-46.0
0.017881,-0.016323,-0.826354,0.012132,-45.0
0.017815,-0.045368,-0.826438,-0.005188,-45.0
0.017105,-0.000602,-0.826474,-0.01105,-44.0
0.017085,-0.010461,-0.826641,-0.020376,-45.0
0.016478,-0.010728,-0.827021,0.007069,-44.0
0.015852,-0.054961,-0.827449,-0.040361,-43.0
0.015732,0.014053,-0.828157,-0.022508,-43.0
0.012284,-0.66436,-0.829807,-0.109641,-33.0
-0.008525,-1.297209,-0.831274,0.250616,16.0
-0.016788,-0.866072,-0.830927,0.000408,34.0
-0.033892,-0.783735,-0.828102,0.069155,74.0
-0.043699,-0.140761,-0.826184,0.131774,95.0
-0.034792,0.435597,-0.826497,0.0545,73.0
-0.025926,0.304764,-0.82593,-0.00652,54.0
-0.024182,-0.000869,-0.824601,0.073951,52.0
-0.028367,-0.166342,-0.823323,0.027587,63.0
-0.034345,-0.211374,-0.825092,-0.181053,78.0
-0.02999,0.238148,-0.823734,0.100065,67.0
-0.02576,0.050559,-0.823215,-0.021176,59.0
-0.025069,0.034038,-0.823555,0.019859,58.0
-0.027265,0.041499,-0.823469,0.005737,64.0
-0.027189,0.103052,-0.82375,-0.018778,64.0
-0.024155,0.075073,-0.823502,-0.005454,58.0
-0.023005,0.092127,-0.823703,-0.005454,56.0
-0.022163,0.100121,-0.823881,-0.0329,55.0
-0.022508,0.116908,-0.823832,-0.003056,56.0
-0.021025,0.211502,-0.823813,0.015063,53.0
-0.018268,0.179793,-0.823779,0.004671,47.0
-0.016942,0.134228,-0.823688,0.01906,45.0
-0.014546,0.14382,-0.823833,-0.009185,40.0
-0.012988,0.089995,-0.82384,0.034515,37.0
-0.012501,0.075606,-0.823895,-0.009451,36.0
-0.0109,0.059352,-0.823681,-0.027837,33.0
-0.010555,0.060151,-0.823271,-0.031834,32.0
-0.009194,0.103318,-0.822449,-0.005454,29.0
-0.007667,0.147817,-0.821665,-0.043026,26.0
-0.006121,0.10465,-0.820023,0.006003,23.0
-0.006078,-0.016057,-0.820255,0.076083,23.0
-0.001337,0.342335,-0.81937,-0.00279,11.0
-0.001052,-0.02032,-0.81827,0.079281,12.0
-0.005507,-0.105322,-0.817183,0.037979,23.0
-0.006505,0.008458,-0.81695,-0.004655,25.0
0.002914,0.667419,-0.814245,0.176806,1.0
0.008092,0.02711,-0.813552,-0.271118,-8.0
0.008553,0.14462,-0.817426,-0.123231,-10.0
0.015456,0.364718,-0.817783,0.018527,-27.0
0.025063,0.461977,-0.81792,-0.000125,-50.0
0.01826,-0.642244,-0.8214,0.114187,-31.0
0.005007,-0.292379,-0.81641,0.157621,-2.0
0.014397,0.473168,-0.821069,-0.115503,-27.0
0.031628,0.700461,-0.82043,0.08914,-68.0
0.015896,-0.618529,-0.82068,0.008934,-27.0
0.005872,-0.295843,-0.81927,0.08008,-6.0
0.02229,0.688203,-0.822597,-0.095252,-48.0
0.026467,-0.310232,-0.819949,0.124046,-55.0
0.010638,-0.522336,-0.822816,-0.089124,-17.0
0.016133,0.608265,-0.819971,0.102996,-34.0
0.035182,0.631713,-0.819777,-0.128827,-79.0
0.01906,-0.569766,-0.81972,0.132573,-38.0
0.014095,0.103585,-0.81732,-0.086726,-30.0
0.022832,0.481961,-0.818442,-0.001724,-52.0
0.026742,-0.133034,-0.821681,-0.078998,-60.0
0.019024,-0.239353,-0.819012,0.085942,-42.0
0.019575,0.116108,-0.81659,0.059296,-45.0
0.026792,0.260798,-0.818253,-0.126961,-63.0
0.02641,-0.185794,-0.821588,0.028653,-61.0
0.019324,-0.19965,-0.819867,0.074751,-45.0
0.021552,0.117707,-0.817947,0.073951,-52.0
0.027272,0.203775,-0.819329,-0.134955,-66.0
0.029334,-0.079209,-0.823751,-0.08566,-71.0
0.018225,-0.37738,-0.820912,0.116319,-45.0
0.020623,0.2576,-0.820605,-0.17226,-53.0
0.029896,0.358856,-0.823137,-0.124563,-76.0
0.022335,-0.292912,-0.823024,0.096068,-57.0
0.019285,-0.105322,-0.821245,0.049703,-51.0
0.02355,0.104384,-0.821665,-0.031568,-62.0
0.02554,0.062016,-0.825475,-0.230882,-67.0
0.01906,-0.305435,-0.826081,0.018527,-52.0
0.017171,-0.096529,-0.825194,0.020659,-49.0
0.021795,0.214966,-0.824947,-0.02384,-61.0
0.024994,0.10918,-0.828656,-0.233813,-69.0
0.017499,-0.393368,-0.82979,0.043042,-50.0
0.01104,-0.238287,-0.828776,0.031317,-36.0
0.009053,-0.773343,-0.835524,-0.347326,-30.0
-0.00954,-1.781637,-0.837227,-0.065409,15.0
-0.035184,-1.193288,-0.836279,-0.14215,73.0
-0.048628,-0.36912,-0.836146,0.063293,102.0
-0.047531,0.203775,-0.835604,0.111523,98.0
-0.035848,0.394029,-0.835377,0.017195,72.0
-0.034557,0.076139,-0.834947,0.016928,71.0
-0.036186,-0.006731,-0.835308,-0.005188,76.0
-0.03773,-0.009928,-0.835146,-0.015047,81.0
-0.037786,0.021514,-0.835391,0.000941,82.0
-0.036154,0.165137,-0.835229,0.037446,79.0
-0.034558,0.040699,-0.835253,0.002806,76.0
-0.034568,0.014586,-0.83509,0.001474,78.0
-0.035301,0.075073,-0.834331,0.027853,80.0
-0.033392,0.020448,-0.834195,0.007069,77.0
-0.03608,0.156611,-0.834158,-0.02011,83.0
-0.03324,0.190984,-0.834641,-0.055549,78.0
-0.029158,0.189652,-0.835191,-0.047822,69.0
-0.029023,0.063349,-0.835707,-0.010517,70.0
-0.030091,0.117707,-0.836111,-0.008652,73.0
-0.027183,0.15368,-0.83643,-0.00732,67.0
-0.026118,0.134228,-0.836866,-0.025439,66.0
-0.024885,0.128366,-0.837827,-0.018511,64.0
-0.021263,0.09719,-0.838507,0.003072,56.0
-0.02013,0.050559,-0.838377,-0.013448,54.0
-0.021085,0.090262,-0.838486,0.008934,57.0
-0.019429,0.058819,-0.837905,0.033715,54.0
-0.017331,0.142488,-0.837796,0.0108,49.0
-0.014883,0.160341,-0.837982,-0.016646,44.0
-0.014625,0.066813,-0.838055,0.007602,44.0
-0.011714,0.17926,-0.838057,0.00547,38.0
-0.01018,0.10092,-0.837926,0.020392,35.0
-0.008975,0.074007,-0.837505,0.015596,32.0
-0.008204,0.079337,-0.836701,0.022524,31.0
-0.006434,0.11371,-0.836402,0.035581,27.0
-0.002178,0.162206,-0.836125,-0.001458,17.0
-0.001848,0.099854,-0.836734,-0.072603,17.0
-0.003393,0.012454,-0.836897,0.11472,21.0
0.005198,0.400424,-0.835292,0.031317,0.0
0.009174,0.097456,-0.834818,0.000941,-8.0
0.011527,0.177395,-0.834191,0.034515,-14.0
0.01683,0.273854,-0.834661,-0.044092,-27.0
0.022191,0.269058,-0.836357,-0.089124,-40.0
0.016704,-0.21244,-0.835648,0.074218,-26.0
0.014334,0.046828,-0.83626,-0.048621,-22.0
0.015578,0.021781,-0.836023,-0.051819,-25.0
0.022509,0.319686,-0.837157,0.039578,-43.0
0.018195,-0.060556,-0.837057,0.001474,-32.0
0.020591,-0.045101,-0.836302,-0.034232,-38.0
0.020223,0.121438,-0.83614,0.012398,-38.0
0.021219,0.074274,-0.836782,0.046239,-41.0
0.021253,0.029242,-0.837301,0.020925,-41.0
0.022257,-0.00753,-0.838205,-0.015847,-44.0
0.022686,0.008191,-0.838433,-0.04116,-46.0
0.023428,0.034571,-0.839144,-0.028637,-48.0
0.022466,0.028709,-0.839708,-0.040361,-47.0
0.023528,0.059885,-0.840118,-0.012649,-50.0
0.024528,0.060418,-0.840272,-0.004389,-53.0
0.024469,0.034304,-0.840383,0.001207,-53.0
0.025385,0.115043,-0.84057,-0.06381,-57.0
0.02739,0.060951,-0.841106,-0.039295,-62.0
0.026758,-0.009395,-0.841541,-0.02464,-61.0
0.025511,0.066546,-0.842229,-0.029703,-59.0
0.027854,0.03537,-0.842516,0.002006,-65.0
0.027876,0.007658,-0.843143,-0.018511,-66.0
0.029534,-0.019521,-0.84342,-0.008652,-70.0
0.029593,-0.004066,-0.843968,-0.075268,-71.0
0.027556,0.042032,-0.844837,-0.029703,-68.0
0.030774,0.062283,-0.845413,-0.014248,-76.0
0.030116,-0.051763,-0.846478,-0.018511,-75.0
0.030481,-0.030446,-0.84701,-0.01105,-77.0
0.028608,-0.060823,-0.847645,-0.027038,-73.0
0.029683,-0.001668,-0.848028,-0.04116,-77.0
0.029887,-0.091199,-0.849146,-0.06301,-78.0
0.028216,-0.10319,-0.850691,-0.098183,-75.0
0.026509,0.007925,-0.85204,-0.049954,-72.0
0.026814,0.050825,-0.853572,-0.061412,-73.0
0.027623,0.017784,-0.854584,-0.055017,-76.0
0.029155,-0.031778,-0.856512,-0.082462,-80.0
0.022662,-0.720317,-0.85961,-0.184517,-63.0
0.006169,-0.890587,-0.863757,-0.001191,-25.0
0.001092,-0.387506,-0.861932,-0.194376,-15.0
-0.005751,-0.684345,-0.863106,0.024922,0.0
-0.009922,-0.369386,-0.862954,-0.110707,9.0
-0.021544,-0.425343,-0.863424,-0.042759,36.0
-0.024003,-0.10852,-0.862272,0.169345,41.0
-0.022276,0.165137,-0.861801,0.113921,37.0
-0.020294,0.106782,-0.86117,-0.003056,33.0
-0.021313,-0.021386,-0.859746,0.028653,37.0
-0.02329,-0.068817,-0.858706,0.03718,42.0
-0.024596,-0.022985,-0.857907,0.040111,45.0
-0.022297,0.115575,-0.857042,0.030518,40.0
-0.021974,0.078271,-0.856014,0.024389,40.0
-0.023225,0.068412,-0.855052,0.021458,44.0
-0.021564,0.06175,-0.854043,0.084876,41.0
-0.021136,0.046029,-0.853324,0.060095,40.0
-0.020683,0.056421,-0.852877,-0.027304,40.0
-0.021001,0.046828,-0.851847,-0.00652,41.0
-0.020024,0.050026,-0.85101,0.047838,40.0
-0.019933,-0.006997,-0.850748,0.024656,40.0
-0.019734,0.000197,-0.850459,-0.010517,40.0
-0.019302,0.130231,-0.84946,0.059829,39.0
-0.018843,0.063349,-0.848744,0.078481,39.0
-0.016852,0.031373,-0.847861,0.033183,35.0
-0.016574,0.014053,-0.846725,0.02732,35.0
-0.016857,0.026044,-0.845635,0.103262,36.0
-0.016332,0.044696,-0.844676,0.104595,35.0
-0.015732,-0.005132,-0.843959,0.090472,35.0
-0.015153,-0.005931,-0.842774,0.092071,34.0
-0.015695,0.008724,-0.841753,0.100065,35.0
-0.013635,0.040699,-0.840294,0.085942,31.0
-0.013296,0.007658,-0.839214,0.07102,31.0
-0.011022,0.114776,-0.838205,0.052101,25.0
-0.011731,0.095591,-0.83769,-0.019577,28.0
-0.010881,0.161141,-0.836069,0.097933,26.0
-0.010841,-0.088801,-0.83618,0.016129,27.0
-0.008671,0.089462,-0.835378,-0.071804,21.0
-0.008981,-0.020054,-0.833363,0.152291,23.0
-0.009784,-0.106921,-0.835247,-0.10298,25.0
-0.006722,0.194981,-0.832035,0.030518,17.0
-0.006861,-0.084005,-0.833535,-0.06834,19.0
-0.006454,0.297569,-0.832144,0.255412,17.0
-0.006244,0.043631,-0.8284,0.031317,17.0
-0.006259,0.105983,-0.831094,-0.154673,17.0
-0.004993,0.029508,-0.833991,-0.037164,15.0
-0.005463,0.019915,-0.834109,0.018794,16.0
-0.004382,0.075606,-0.83413,0.00547,14.0
-0.00221,0.123836,-0.834158,0.004405,9.0
-0.000853,0.027643,-0.834539,-0.050487,6.0
0.001284,0.136626,-0.834814,0.034515,1.0
0.006343,0.25307,-0.834167,-0.016113,-11.0
0.012406,0.248007,-0.834538,-0.015847,-25.0
0.017532,0.217364,-0.836064,-0.084061,-37.0
0.013213,-0.293977,-0.836248,0.113388,-26.0
0.004029,-0.315561,-0.834037,0.088873,-4.0
0.00569,0.263196,-0.832665,-0.06381,-11.0
0.015814,0.401756,-0.832508,-0.015847,-35.0
0.027513,0.250405,-0.832441,0.044374,-62.0
0.009463,-0.802388,-0.831848,0.096334,-17.0
0.003736,-0.06855,-0.831289,-0.27618,-6.0
0.013165,0.55284,-0.833595,0.08381,-31.0
0.023223,0.206706,-0.830607,0.269801,-53.0
0.00683,-0.532461,-0.830907,-0.019311,-13.0
0.003036,-0.080274,-0.829842,0.076616,-6.0
0.026087,0.864601,-0.829107,0.051302,-63.0
0.011552,-0.971858,-0.827404,0.051568,-23.0
-0.000781,-0.143426,-0.827365,-0.254064,1.0
0.015001,0.613594,-0.827574,0.041976,-38.0
0.017466,-0.097595,-0.830903,-0.290569,-41.0
0.003471,-0.470109,-0.827602,0.215176,-8.0
0.007169,0.338605,-0.828632,-0.229549,-19.0
0.018966,0.504877,-0.830721,0.026521,-48.0
0.020605,-0.831166,-0.82884,0.02359,-47.0
-0.00116,-0.798124,-0.827885,0.072619,2.0
0.003129,0.708987,-0.830149,-0.021709,-13.0
0.023652,0.760681,-0.827187,0.128576,-61.0
0.012916,-0.894584,-0.829127,0.15842,-30.0
-0.002282,-0.588951,-0.826066,0.01533,3.0
0.005272,0.477964,-0.830052,-0.008918,-18.0
0.015103,0.350062,-0.830775,-0.032634,-40.0
0.016882,-0.369653,-0.834032,-0.447782,-42.0
-0.004412,-0.907641,-0.834568,0.085143,8.0
-0.000772,0.651964,-0.83638,0.016129,-6.0
0.009256,0.309294,-0.835003,0.036647,-28.0
0.003544,-0.341141,-0.834589,-0.148811,-12.0
-0.001949,-0.145025,-0.837557,-0.091255,0.0
0.00509,0.270124,-0.835216,0.063293,-18.0
0.00791,0.0399,-0.835817,-0.036364,-24.0
0.00177,-0.269463,-0.832223,0.221305,-9.0
-0.001264,-0.026449,-0.829884,-0.077133,-3.0
-0.000979,-0.053362,-0.832998,-0.082196,-3.0
-0.004991,-0.129304,-0.834863,0.000941,5.0
-0.006678,-0.103457,-0.834558,0.031584,9.0
-0.009556,-0.115448,-0.834543,-0.00652,16.0
-0.011876,-0.092532,-0.835165,-0.029436,22.0
-0.014219,-0.085604,-0.836118,-0.049421,27.0
-0.015798,-0.049098,-0.837873,-0.087525,31.0
-0.014551,0.091061,-0.84175,-0.209565,28.0
-0.007678,0.268525,-0.842112,0.141366,12.0
-0.005035,0.104384,-0.840571,0.011333,7.0
-0.008762,-0.113316,-0.840848,-0.01558,17.0
-0.009065,0.079603,-0.841476,-0.018245,17.0
-0.007497,0.049226,-0.841595,0.009734,14.0
-0.006297,0.014586,-0.84143,0.006803,11.0
-0.006241,-0.002201,-0.841205,0.01,11.0
-0.006438,-0.012593,-0.840868,0.017728,12.0
-0.007268,-0.05949,-0.840501,0.015596,14.0
-0.008767,-0.08667,-0.839897,0.036114,18.0
-0.011944,-0.126639,-0.839133,0.051835,26.0
-0.013405,-0.052562,-0.837169,0.094202,29.0
-0.012052,0.067879,-0.832573,0.262873,26.0
-0.011027,-0.071481,-0.82541,0.201853,24.0
-0.00889,0.044696,-0.817871,0.31057,19.0
-0.008952,0.10998,-0.810647,0.392108,20.0
-0.009229,0.02258,-0.80319,0.358267,21.0
-0.011929,-0.084804,-0.796197,0.278861,28.0
-0.011443,-0.009395,-0.78711,0.32336,27.0
-0.010081,0.01352,-0.776842,0.397703,24.0
-0.010796,-0.037907,-0.766935,0.385446,26.0
-0.010697,-0.008596,-0.756012,0.429679,26.0
-0.011625,-0.030979,-0.743745,0.533066,28.0
-0.014108,-0.069083,-0.729352,0.627127,35.0
-0.016104,-0.080008,-0.712204,0.735578,40.0
-0.017617,-0.068817,-0.692154,0.852022,43.0
-0.020617,-0.060823,-0.667663,1.07212,51.0
-0.022967,-0.018189,-0.638942,1.217875,57.0
-0.024717,0.005793,-0.605499,1.424383,61.0
-0.02663,-0.067751,-0.5679,1.544291,67.0
-0.027712,0.172865,-0.528496,1.510983,69.0
-0.021463,0.181392,-0.491414,1.542426,55.0
-0.015918,0.249073,-0.451861,1.46755,43.0
-0.014342,0.092926,-0.416181,1.351372,40.0
-0.01555,-0.143959,-0.384282,1.335385,44.0
-0.021564,-0.022452,-0.346901,1.534965,58.0
-0.017853,0.112378,-0.311216,1.371624,50.0
-0.013968,0.171266,-0.275444,1.419587,41.0
-0.007585,0.167802,-0.244645,1.100898,27.0
-0.005851,-0.017656,-0.218674,1.065192,24.0
-0.007569,-0.011261,-0.193299,0.916772,28.0
-0.006844,-0.033111,-0.174173,0.748634,27.0
-0.007666,-0.03391,-0.155427,0.720123,29.0
-0.008241,-0.075745,-0.141195,0.490166,30.0
-0.009936,-0.038706,-0.127927,0.583961,34.0
-0.006577,0.10998,-0.115074,0.483504,26.0
-0.001788,0.181925,-0.103292,0.466983,15.0
0.003936,0.182191,-0.093838,0.335617,2.0
0.002897,-0.141561,-0.088107,0.072619,5.0
-0.002806,-0.259071,-0.089155,-0.104046,19.0
-0.00522,0.085465,-0.090458,0.042509,24.0
-0.004223,0.081468,-0.090579,-0.018778,21.0
0.001609,0.307695,-0.088168,0.11472,7.0
0.001825,-0.132768,-0.085991,0.069954,8.0
-0.001197,-0.108786,-0.08641,-0.016113,15.0
-0.003648,-0.04217,-0.087532,-0.111507,20.0
-0.003207,0.024445,-0.091522,-0.180787,19.0
-0.005816,-0.099993,-0.093676,-0.065675,26.0
-0.006913,0.022314,-0.096489,-0.170395,28.0
-0.004583,0.066013,-0.101096,-0.114971,23.0
-0.003679,0.123569,-0.103731,-0.139219,21.0
-0.000902,0.070277,-0.105084,0.077415,14.0
-0.000261,0.009523,-0.100933,0.164016,13.0
-0.003915,-0.174069,-0.099593,-0.016379,22.0
-0.007216,-0.064287,-0.100217,-0.052885,30.0
-0.005803,0.146219,-0.104156,-0.234879,26.0
-0.00449,0.008458,-0.108837,-0.103246,23.0
-0.002626,0.125435,-0.112984,-0.21516,19.0
-0.002451,0.041232,-0.114927,0.041443,19.0
0.000559,0.16647,-0.112827,0.159752,12.0
0.00159,0.000197,-0.11036,0.066757,10.0
-0.0004,-0.027781,-0.110727,-0.043026,14.0
0.000313,0.058552,-0.112871,-0.09845,12.0
-0.001013,-0.061622,-0.113595,0.015063,16.0
-0.002601,-0.04217,-0.113546,0.006536,20.0
-0.003763,-0.019788,-0.113528,0.002006,22.0
-0.004218,0.003661,-0.113566,-0.00199,23.0
-0.004281,0.024445,-0.113648,-0.004655,24.0
-0.001844,0.166736,-0.112879,0.106193,18.0
0.002913,0.22749,-0.109705,0.149893,6.0
0.005227,0.056154,-0.107493,0.014797,2.0
0.006355,0.076139,-0.107658,0.003339,0.0
0.008101,0.078537,-0.107645,0.002806,-4.0
0.009789,0.077471,-0.107635,0.00174,-9.0
0.011359,0.070277,-0.107642,0.000408,-12.0
0.012775,0.051624,-0.107636,0.002806,-16.0
0.013594,0.032173,-0.107651,-0.001724,-18.0
0.014071,0.019649,-0.107665,-0.002257,-20.0
0.013271,-0.101591,-0.10828,-0.083528,-18.0
0.024312,2.081802,-0.108337,-0.06834,-52.0
0.072859,2.430868,-0.112186,0.077415,-166.0
0.094282,0.586148,-0.112596,-0.083794,-211.0
0.080264,-0.849818,-0.114622,-0.14215,-175.0
0.061022,-0.837028,-0.116436,-0.101647,-133.0
0.04564,-0.657699,-0.118531,-0.060879,-100.0
0.053682,0.733502,-0.123491,-0.140551,-125.0
0.074775,0.62292,-0.125645,-0.035298,-175.0
0.062992,-0.511411,-0.126878,-0.056082,-145.0
0.054045,-0.415484,-0.128639,-0.095519,-127.0
0.047153,-0.272927,-0.131274,-0.110974,-113.0
0.049604,0.097456,-0.136785,-0.247669,-122.0
0.054468,0.315689,-0.141716,-0.177323,-135.0
0.055754,-0.146091,-0.141238,0.128843,-138.0
0.043943,-0.423212,-0.144791,-0.164799,-111.0
0.037843,-0.194587,-0.147598,-0.046223,-99.0
0.0453,0.297569,-0.148312,-0.079798,-119.0
0.052625,0.008191,-0.150454,-0.230882,-137.0
0.037475,-0.598544,-0.153547,-0.031301,-101.0
0.026266,-0.362192,-0.152972,0.026521,-77.0
0.032295,0.388966,-0.157203,-0.019577,-94.0
0.045224,0.447321,-0.157274,-0.017179,-125.0
0.035375,-0.980918,-0.160027,-0.070738,-99.0
0.010813,-0.914302,-0.161598,-0.113105,-43.0
0.017142,0.256268,-0.163215,0.009201,-63.0
0.026588,0.249873,-0.165264,-0.082995,-85.0
0.029718,-0.441598,-0.16525,0.079814,-90.0
0.006715,-0.988645,-0.166479,-0.041427,-36.0
0.00557,0.444657,-0.166659,-0.017712,-39.0
0.018293,0.414813,-0.165583,0.043308,-68.0
0.011227,-0.726979,-0.167731,0.017195,-48.0
-0.004864,-0.806651,-0.165422,-0.011583,-11.0
0.002729,0.27865,-0.167207,0.094202,-33.0
0.008933,0.082534,-0.163909,0.140567,-46.0
-0.001955,-0.726712,-0.168134,-0.089923,-18.0
-0.017963,-0.457585,-0.166087,0.310304,17.0
-0.008561,0.128899,-0.165793,-0.094453,-6.0
-0.010135,-0.194587,-0.165475,0.068089,-1.0
-0.01573,-0.256406,-0.164588,-0.042226,12.0
-0.02395,-0.367788,-0.165277,-0.065142,32.0
-0.031399,-0.172204,-0.166617,0.003605,49.0
-0.027202,0.234151,-0.166712,0.066757,39.0
-0.027299,0.005793,-0.166526,-0.054217,40.0
-0.027389,-0.097861,-0.166007,-0.051286,42.0
-0.029748,-0.185527,-0.165886,-0.027837,48.0
